,location,date,variant,num_sequences,perc_sequences,num_sequences_total
10675,Luxembourg,2021-04-05,Alpha,698,73.63,948
10676,Luxembourg,2021-04-05,Beta,195,20.57,948
10677,Luxembourg,2021-04-05,Delta,9,0.95,948
10678,Luxembourg,2021-04-05,Mu,0,0.0,948
10679,Luxembourg,2021-04-05,Omicron,0,0.0,948
10680,Luxembourg,2021-04-19,Alpha,870,83.41,1043
10681,Luxembourg,2021-04-19,Beta,133,12.75,1043
10682,Luxembourg,2021-04-19,Delta,3,0.29,1043
10683,Luxembourg,2021-04-19,Mu,0,0.0,1043
10684,Luxembourg,2021-04-19,Omicron,0,0.0,1043
10685,Luxembourg,2021-05-03,Alpha,900,83.88,1073
10686,Luxembourg,2021-05-03,Beta,97,9.04,1073
10687,Luxembourg,2021-05-03,Delta,1,0.09,1073
10688,Luxembourg,2021-05-03,Mu,0,0.0,1073
10689,Luxembourg,2021-05-03,Omicron,0,0.0,1073
10690,Luxembourg,2021-05-17,Alpha,569,76.48,744
10691,Luxembourg,2021-05-17,Beta,55,7.39,744
10692,Luxembourg,2021-05-17,Delta,24,3.23,744
10693,Luxembourg,2021-05-17,Mu,0,0.0,744
10694,Luxembourg,2021-05-17,Omicron,0,0.0,744
10695,Luxembourg,2021-05-31,Alpha,268,68.37,392
10696,Luxembourg,2021-05-31,Beta,13,3.32,392
10697,Luxembourg,2021-05-31,Delta,58,14.8,392
10698,Luxembourg,2021-05-31,Mu,0,0.0,392
10699,Luxembourg,2021-05-31,Omicron,0,0.0,392
10700,Luxembourg,2021-06-14,Alpha,126,52.5,240
10701,Luxembourg,2021-06-14,Beta,0,0.0,240
10702,Luxembourg,2021-06-14,Delta,89,37.08,240
10703,Luxembourg,2021-06-14,Mu,2,0.83,240
10704,Luxembourg,2021-06-14,Omicron,0,0.0,240
10705,Luxembourg,2021-06-28,Alpha,22,16.92,130
10706,Luxembourg,2021-06-28,Beta,3,2.31,130
10707,Luxembourg,2021-06-28,Delta,86,66.15,130
10708,Luxembourg,2021-06-28,Mu,0,0.0,130
10709,Luxembourg,2021-06-28,Omicron,0,0.0,130
10710,Luxembourg,2021-07-12,Alpha,24,2.54,944
10711,Luxembourg,2021-07-12,Beta,2,0.21,944
10712,Luxembourg,2021-07-12,Delta,300,31.78,944
10713,Luxembourg,2021-07-12,Mu,0,0.0,944
10714,Luxembourg,2021-07-12,Omicron,0,0.0,944
10715,Luxembourg,2021-07-26,Alpha,10,1.43,699
10716,Luxembourg,2021-07-26,Beta,0,0.0,699
10717,Luxembourg,2021-07-26,Delta,444,63.52,699
10718,Luxembourg,2021-07-26,Mu,0,0.0,699
10719,Luxembourg,2021-07-26,Omicron,0,0.0,699
10720,Luxembourg,2021-08-09,Alpha,2,0.44,459
10721,Luxembourg,2021-08-09,Beta,0,0.0,459
10722,Luxembourg,2021-08-09,Delta,404,88.02,459
10723,Luxembourg,2021-08-09,Mu,1,0.22,459
10724,Luxembourg,2021-08-09,Omicron,0,0.0,459
10725,Luxembourg,2021-08-23,Alpha,0,0.0,413
10726,Luxembourg,2021-08-23,Beta,0,0.0,413
10727,Luxembourg,2021-08-23,Delta,412,99.76,413
10728,Luxembourg,2021-08-23,Mu,0,0.0,413
10729,Luxembourg,2021-08-23,Omicron,0,0.0,413
10730,Luxembourg,2021-09-06,Alpha,0,0.0,549
10731,Luxembourg,2021-09-06,Beta,0,0.0,549
10732,Luxembourg,2021-09-06,Delta,549,100.0,549
10733,Luxembourg,2021-09-06,Mu,0,0.0,549
10734,Luxembourg,2021-09-06,Omicron,0,0.0,549
10735,Luxembourg,2021-09-20,Alpha,0,0.0,600
10736,Luxembourg,2021-09-20,Beta,0,0.0,600
10737,Luxembourg,2021-09-20,Delta,600,100.0,600
10738,Luxembourg,2021-09-20,Mu,0,0.0,600
10739,Luxembourg,2021-09-20,Omicron,0,0.0,600
10740,Luxembourg,2021-10-04,Alpha,0,0.0,705
10741,Luxembourg,2021-10-04,Beta,0,0.0,705
10742,Luxembourg,2021-10-04,Delta,705,100.0,705
10743,Luxembourg,2021-10-04,Mu,0,0.0,705
10744,Luxembourg,2021-10-04,Omicron,0,0.0,705
10745,Luxembourg,2021-10-18,Alpha,0,0.0,764
10746,Luxembourg,2021-10-18,Beta,0,0.0,764
10747,Luxembourg,2021-10-18,Delta,764,100.0,764
10748,Luxembourg,2021-10-18,Mu,0,0.0,764
10749,Luxembourg,2021-10-18,Omicron,0,0.0,764
10750,Luxembourg,2021-11-01,Alpha,0,0.0,798
10751,Luxembourg,2021-11-01,Beta,0,0.0,798
10752,Luxembourg,2021-11-01,Delta,798,100.0,798
10753,Luxembourg,2021-11-01,Mu,0,0.0,798
10754,Luxembourg,2021-11-01,Omicron,0,0.0,798
10755,Luxembourg,2021-11-15,Alpha,0,0.0,766
10756,Luxembourg,2021-11-15,Beta,0,0.0,766
10757,Luxembourg,2021-11-15,Delta,766,100.0,766
10758,Luxembourg,2021-11-15,Mu,0,0.0,766
10759,Luxembourg,2021-11-15,Omicron,0,0.0,766
10760,Luxembourg,2021-11-29,Alpha,0,0.0,1044
10761,Luxembourg,2021-11-29,Beta,0,0.0,1044
10762,Luxembourg,2021-11-29,Delta,1044,100.0,1044
10763,Luxembourg,2021-11-29,Mu,0,0.0,1044
10764,Luxembourg,2021-11-29,Omicron,0,0.0,1044
10765,Luxembourg,2021-12-13,Alpha,0,0.0,653
10766,Luxembourg,2021-12-13,Beta,0,0.0,653
10767,Luxembourg,2021-12-13,Delta,652,99.85,653
10768,Luxembourg,2021-12-13,Mu,0,0.0,653
10769,Luxembourg,2021-12-13,Omicron,1,0.15,653
10770,Madagascar,2020-05-11,Alpha,0,0.0,13
10771,Madagascar,2020-05-11,Beta,0,0.0,13
10772,Madagascar,2020-05-11,Delta,0,0.0,13
10773,Madagascar,2020-05-11,Mu,0,0.0,13
10774,Madagascar,2020-05-11,Omicron,0,0.0,13
10775,Madagascar,2020-05-25,Alpha,0,0.0,14
10776,Madagascar,2020-05-25,Beta,0,0.0,14
10777,Madagascar,2020-05-25,Delta,0,0.0,14
10778,Madagascar,2020-05-25,Mu,0,0.0,14
10779,Madagascar,2020-05-25,Omicron,0,0.0,14
10780,Madagascar,2020-06-08,Alpha,0,0.0,35
10781,Madagascar,2020-06-08,Beta,0,0.0,35
10782,Madagascar,2020-06-08,Delta,0,0.0,35
10783,Madagascar,2020-06-08,Mu,0,0.0,35
10784,Madagascar,2020-06-08,Omicron,0,0.0,35
10785,Madagascar,2020-06-22,Alpha,0,0.0,23
10786,Madagascar,2020-06-22,Beta,0,0.0,23
10787,Madagascar,2020-06-22,Delta,0,0.0,23
10788,Madagascar,2020-06-22,Mu,0,0.0,23
10789,Madagascar,2020-06-22,Omicron,0,0.0,23
10790,Madagascar,2020-07-06,Alpha,0,0.0,31
10791,Madagascar,2020-07-06,Beta,0,0.0,31
10792,Madagascar,2020-07-06,Delta,0,0.0,31
10793,Madagascar,2020-07-06,Mu,0,0.0,31
10794,Madagascar,2020-07-06,Omicron,0,0.0,31
10795,Madagascar,2020-07-20,Alpha,0,0.0,36
10796,Madagascar,2020-07-20,Beta,0,0.0,36
10797,Madagascar,2020-07-20,Delta,0,0.0,36
10798,Madagascar,2020-07-20,Mu,0,0.0,36
10799,Madagascar,2020-07-20,Omicron,0,0.0,36
10800,Madagascar,2020-08-03,Alpha,0,0.0,29
10801,Madagascar,2020-08-03,Beta,0,0.0,29
10802,Madagascar,2020-08-03,Delta,0,0.0,29
10803,Madagascar,2020-08-03,Mu,0,0.0,29
10804,Madagascar,2020-08-03,Omicron,0,0.0,29
10805,Madagascar,2020-08-17,Alpha,0,0.0,15
10806,Madagascar,2020-08-17,Beta,0,0.0,15
10807,Madagascar,2020-08-17,Delta,0,0.0,15
10808,Madagascar,2020-08-17,Mu,0,0.0,15
10809,Madagascar,2020-08-17,Omicron,0,0.0,15
10810,Madagascar,2020-08-31,Alpha,0,0.0,26
10811,Madagascar,2020-08-31,Beta,0,0.0,26
10812,Madagascar,2020-08-31,Delta,0,0.0,26
10813,Madagascar,2020-08-31,Mu,0,0.0,26
10814,Madagascar,2020-08-31,Omicron,0,0.0,26
10815,Madagascar,2020-09-14,Alpha,0,0.0,25
10816,Madagascar,2020-09-14,Beta,0,0.0,25
10817,Madagascar,2020-09-14,Delta,0,0.0,25
10818,Madagascar,2020-09-14,Mu,0,0.0,25
10819,Madagascar,2020-09-14,Omicron,0,0.0,25
10820,Madagascar,2020-09-28,Alpha,0,0.0,9
10821,Madagascar,2020-09-28,Beta,0,0.0,9
10822,Madagascar,2020-09-28,Delta,0,0.0,9
10823,Madagascar,2020-09-28,Mu,0,0.0,9
10824,Madagascar,2020-09-28,Omicron,0,0.0,9
10825,Madagascar,2020-10-12,Alpha,0,0.0,13
10826,Madagascar,2020-10-12,Beta,0,0.0,13
10827,Madagascar,2020-10-12,Delta,0,0.0,13
10828,Madagascar,2020-10-12,Mu,0,0.0,13
10829,Madagascar,2020-10-12,Omicron,0,0.0,13
10830,Madagascar,2020-10-26,Alpha,0,0.0,10
10831,Madagascar,2020-10-26,Beta,0,0.0,10
10832,Madagascar,2020-10-26,Delta,0,0.0,10
10833,Madagascar,2020-10-26,Mu,0,0.0,10
10834,Madagascar,2020-10-26,Omicron,0,0.0,10
10835,Madagascar,2020-11-09,Alpha,0,0.0,10
10836,Madagascar,2020-11-09,Beta,1,10.0,10
10837,Madagascar,2020-11-09,Delta,0,0.0,10
10838,Madagascar,2020-11-09,Mu,0,0.0,10
10839,Madagascar,2020-11-09,Omicron,0,0.0,10
10840,Madagascar,2020-11-23,Alpha,0,0.0,19
10841,Madagascar,2020-11-23,Beta,0,0.0,19
10842,Madagascar,2020-11-23,Delta,0,0.0,19
10843,Madagascar,2020-11-23,Mu,0,0.0,19
10844,Madagascar,2020-11-23,Omicron,0,0.0,19
10845,Madagascar,2020-12-07,Alpha,0,0.0,10
10846,Madagascar,2020-12-07,Beta,0,0.0,10
10847,Madagascar,2020-12-07,Delta,0,0.0,10
10848,Madagascar,2020-12-07,Mu,0,0.0,10
10849,Madagascar,2020-12-07,Omicron,0,0.0,10
10850,Madagascar,2020-12-21,Alpha,0,0.0,21
10851,Madagascar,2020-12-21,Beta,0,0.0,21
10852,Madagascar,2020-12-21,Delta,0,0.0,21
10853,Madagascar,2020-12-21,Mu,0,0.0,21
10854,Madagascar,2020-12-21,Omicron,0,0.0,21
10855,Madagascar,2021-01-04,Alpha,0,0.0,13
10856,Madagascar,2021-01-04,Beta,0,0.0,13
10857,Madagascar,2021-01-04,Delta,0,0.0,13
10858,Madagascar,2021-01-04,Mu,0,0.0,13
10859,Madagascar,2021-01-04,Omicron,0,0.0,13
10860,Madagascar,2021-01-11,Alpha,0,0.0,17
10861,Madagascar,2021-01-11,Beta,0,0.0,17
10862,Madagascar,2021-01-11,Delta,0,0.0,17
10863,Madagascar,2021-01-11,Mu,0,0.0,17
10864,Madagascar,2021-01-11,Omicron,0,0.0,17
10865,Madagascar,2021-01-25,Alpha,0,0.0,38
10866,Madagascar,2021-01-25,Beta,0,0.0,38
10867,Madagascar,2021-01-25,Delta,0,0.0,38
10868,Madagascar,2021-01-25,Mu,0,0.0,38
10869,Madagascar,2021-01-25,Omicron,0,0.0,38
10870,Madagascar,2021-02-08,Alpha,0,0.0,33
10871,Madagascar,2021-02-08,Beta,0,0.0,33
10872,Madagascar,2021-02-08,Delta,0,0.0,33
10873,Madagascar,2021-02-08,Mu,0,0.0,33
10874,Madagascar,2021-02-08,Omicron,0,0.0,33
10875,Madagascar,2021-02-22,Alpha,0,0.0,19
10876,Madagascar,2021-02-22,Beta,9,47.37,19
10877,Madagascar,2021-02-22,Delta,0,0.0,19
10878,Madagascar,2021-02-22,Mu,0,0.0,19
10879,Madagascar,2021-02-22,Omicron,0,0.0,19
10880,Madagascar,2021-03-08,Alpha,0,0.0,28
10881,Madagascar,2021-03-08,Beta,15,53.57,28
10882,Madagascar,2021-03-08,Delta,0,0.0,28
10883,Madagascar,2021-03-08,Mu,0,0.0,28
10884,Madagascar,2021-03-08,Omicron,0,0.0,28
10885,Madagascar,2021-03-22,Alpha,2,5.13,39
10886,Madagascar,2021-03-22,Beta,32,82.05,39
10887,Madagascar,2021-03-22,Delta,0,0.0,39
10888,Madagascar,2021-03-22,Mu,0,0.0,39
10889,Madagascar,2021-03-22,Omicron,0,0.0,39
10890,Madagascar,2021-04-05,Alpha,5,9.62,52
10891,Madagascar,2021-04-05,Beta,41,78.85,52
10892,Madagascar,2021-04-05,Delta,0,0.0,52
10893,Madagascar,2021-04-05,Mu,0,0.0,52
10894,Madagascar,2021-04-05,Omicron,0,0.0,52
10895,Madagascar,2021-04-19,Alpha,17,15.04,113
10896,Madagascar,2021-04-19,Beta,95,84.07,113
10897,Madagascar,2021-04-19,Delta,0,0.0,113
10898,Madagascar,2021-04-19,Mu,0,0.0,113
10899,Madagascar,2021-04-19,Omicron,0,0.0,113
10900,Madagascar,2021-05-03,Alpha,1,6.25,16
10901,Madagascar,2021-05-03,Beta,15,93.75,16
10902,Madagascar,2021-05-03,Delta,0,0.0,16
10903,Madagascar,2021-05-03,Mu,0,0.0,16
10904,Madagascar,2021-05-03,Omicron,0,0.0,16
10905,Madagascar,2021-05-17,Alpha,2,13.33,15
10906,Madagascar,2021-05-17,Beta,13,86.67,15
10907,Madagascar,2021-05-17,Delta,0,0.0,15
10908,Madagascar,2021-05-17,Mu,0,0.0,15
10909,Madagascar,2021-05-17,Omicron,0,0.0,15
10910,Madagascar,2021-05-31,Alpha,0,0.0,10
10911,Madagascar,2021-05-31,Beta,10,100.0,10
10912,Madagascar,2021-05-31,Delta,0,0.0,10
10913,Madagascar,2021-05-31,Mu,0,0.0,10
10914,Madagascar,2021-05-31,Omicron,0,0.0,10
10915,Madagascar,2021-07-12,Alpha,0,0.0,17
10916,Madagascar,2021-07-12,Beta,17,100.0,17
10917,Madagascar,2021-07-12,Delta,0,0.0,17
10918,Madagascar,2021-07-12,Mu,0,0.0,17
10919,Madagascar,2021-07-12,Omicron,0,0.0,17
10920,Madagascar,2021-07-26,Alpha,0,0.0,23
10921,Madagascar,2021-07-26,Beta,23,100.0,23
10922,Madagascar,2021-07-26,Delta,0,0.0,23
10923,Madagascar,2021-07-26,Mu,0,0.0,23
10924,Madagascar,2021-07-26,Omicron,0,0.0,23
10925,Malawi,2020-08-17,Alpha,0,0.0,1
10926,Malawi,2020-08-17,Beta,0,0.0,1
10927,Malawi,2020-08-17,Delta,0,0.0,1
10928,Malawi,2020-08-17,Mu,0,0.0,1
10929,Malawi,2020-08-17,Omicron,0,0.0,1
10930,Malawi,2020-09-28,Alpha,0,0.0,1
10931,Malawi,2020-09-28,Beta,0,0.0,1
10932,Malawi,2020-09-28,Delta,0,0.0,1
10933,Malawi,2020-09-28,Mu,0,0.0,1
10934,Malawi,2020-09-28,Omicron,0,0.0,1
10935,Malawi,2020-12-07,Alpha,1,50.0,2
10936,Malawi,2020-12-07,Beta,1,50.0,2
10937,Malawi,2020-12-07,Delta,0,0.0,2
10938,Malawi,2020-12-07,Mu,0,0.0,2
10939,Malawi,2020-12-07,Omicron,0,0.0,2
10940,Malawi,2020-12-21,Alpha,0,0.0,1
10941,Malawi,2020-12-21,Beta,0,0.0,1
10942,Malawi,2020-12-21,Delta,0,0.0,1
10943,Malawi,2020-12-21,Mu,0,0.0,1
10944,Malawi,2020-12-21,Omicron,0,0.0,1
10945,Malawi,2021-01-04,Alpha,0,0.0,18
10946,Malawi,2021-01-04,Beta,16,88.89,18
10947,Malawi,2021-01-04,Delta,0,0.0,18
10948,Malawi,2021-01-04,Mu,0,0.0,18
10949,Malawi,2021-01-04,Omicron,0,0.0,18
10950,Malawi,2021-01-11,Alpha,0,0.0,12
10951,Malawi,2021-01-11,Beta,11,91.67,12
10952,Malawi,2021-01-11,Delta,0,0.0,12
10953,Malawi,2021-01-11,Mu,0,0.0,12
10954,Malawi,2021-01-11,Omicron,0,0.0,12
10955,Malawi,2021-01-25,Alpha,0,0.0,154
10956,Malawi,2021-01-25,Beta,148,96.1,154
10957,Malawi,2021-01-25,Delta,0,0.0,154
10958,Malawi,2021-01-25,Mu,0,0.0,154
10959,Malawi,2021-01-25,Omicron,0,0.0,154
10960,Malawi,2021-02-08,Alpha,0,0.0,69
10961,Malawi,2021-02-08,Beta,65,94.2,69
10962,Malawi,2021-02-08,Delta,0,0.0,69
10963,Malawi,2021-02-08,Mu,0,0.0,69
10964,Malawi,2021-02-08,Omicron,0,0.0,69
10965,Malawi,2021-02-22,Alpha,0,0.0,21
10966,Malawi,2021-02-22,Beta,20,95.24,21
10967,Malawi,2021-02-22,Delta,0,0.0,21
10968,Malawi,2021-02-22,Mu,0,0.0,21
10969,Malawi,2021-02-22,Omicron,0,0.0,21
10970,Malawi,2021-03-08,Alpha,0,0.0,45
10971,Malawi,2021-03-08,Beta,45,100.0,45
10972,Malawi,2021-03-08,Delta,0,0.0,45
10973,Malawi,2021-03-08,Mu,0,0.0,45
10974,Malawi,2021-03-08,Omicron,0,0.0,45
10975,Malawi,2021-03-22,Alpha,3,13.04,23
10976,Malawi,2021-03-22,Beta,17,73.91,23
10977,Malawi,2021-03-22,Delta,3,13.04,23
10978,Malawi,2021-03-22,Mu,0,0.0,23
10979,Malawi,2021-03-22,Omicron,0,0.0,23
10980,Malawi,2021-04-05,Alpha,0,0.0,6
10981,Malawi,2021-04-05,Beta,6,100.0,6
10982,Malawi,2021-04-05,Delta,0,0.0,6
10983,Malawi,2021-04-05,Mu,0,0.0,6
10984,Malawi,2021-04-05,Omicron,0,0.0,6
10985,Malawi,2021-04-19,Alpha,0,0.0,40
10986,Malawi,2021-04-19,Beta,38,95.0,40
10987,Malawi,2021-04-19,Delta,2,5.0,40
10988,Malawi,2021-04-19,Mu,0,0.0,40
10989,Malawi,2021-04-19,Omicron,0,0.0,40
10990,Malawi,2021-05-03,Alpha,0,0.0,33
10991,Malawi,2021-05-03,Beta,1,3.03,33
10992,Malawi,2021-05-03,Delta,16,48.48,33
10993,Malawi,2021-05-03,Mu,0,0.0,33
10994,Malawi,2021-05-03,Omicron,0,0.0,33
10995,Malawi,2021-05-17,Alpha,0,0.0,4
10996,Malawi,2021-05-17,Beta,2,50.0,4
10997,Malawi,2021-05-17,Delta,2,50.0,4
10998,Malawi,2021-05-17,Mu,0,0.0,4
10999,Malawi,2021-05-17,Omicron,0,0.0,4
11000,Malawi,2021-05-31,Alpha,1,4.17,24
11001,Malawi,2021-05-31,Beta,1,4.17,24
11002,Malawi,2021-05-31,Delta,21,87.5,24
11003,Malawi,2021-05-31,Mu,0,0.0,24
11004,Malawi,2021-05-31,Omicron,0,0.0,24
11005,Malawi,2021-06-14,Alpha,0,0.0,50
11006,Malawi,2021-06-14,Beta,5,10.0,50
11007,Malawi,2021-06-14,Delta,44,88.0,50
11008,Malawi,2021-06-14,Mu,0,0.0,50
11009,Malawi,2021-06-14,Omicron,0,0.0,50
11010,Malawi,2021-06-28,Alpha,0,0.0,72
11011,Malawi,2021-06-28,Beta,1,1.39,72
11012,Malawi,2021-06-28,Delta,71,98.61,72
11013,Malawi,2021-06-28,Mu,0,0.0,72
11014,Malawi,2021-06-28,Omicron,0,0.0,72
11015,Malawi,2021-07-12,Alpha,0,0.0,76
11016,Malawi,2021-07-12,Beta,0,0.0,76
11017,Malawi,2021-07-12,Delta,76,100.0,76
11018,Malawi,2021-07-12,Mu,0,0.0,76
11019,Malawi,2021-07-12,Omicron,0,0.0,76
11020,Malawi,2021-07-26,Alpha,0,0.0,33
11021,Malawi,2021-07-26,Beta,0,0.0,33
11022,Malawi,2021-07-26,Delta,33,100.0,33
11023,Malawi,2021-07-26,Mu,0,0.0,33
11024,Malawi,2021-07-26,Omicron,0,0.0,33
11025,Malawi,2021-08-09,Alpha,0,0.0,38
11026,Malawi,2021-08-09,Beta,0,0.0,38
11027,Malawi,2021-08-09,Delta,38,100.0,38
11028,Malawi,2021-08-09,Mu,0,0.0,38
11029,Malawi,2021-08-09,Omicron,0,0.0,38
11030,Malawi,2021-08-23,Alpha,0,0.0,15
11031,Malawi,2021-08-23,Beta,0,0.0,15
11032,Malawi,2021-08-23,Delta,15,100.0,15
11033,Malawi,2021-08-23,Mu,0,0.0,15
11034,Malawi,2021-08-23,Omicron,0,0.0,15
11035,Malawi,2021-09-06,Alpha,0,0.0,12
11036,Malawi,2021-09-06,Beta,0,0.0,12
11037,Malawi,2021-09-06,Delta,12,100.0,12
11038,Malawi,2021-09-06,Mu,0,0.0,12
11039,Malawi,2021-09-06,Omicron,0,0.0,12
11040,Malawi,2021-09-20,Alpha,0,0.0,24
11041,Malawi,2021-09-20,Beta,0,0.0,24
11042,Malawi,2021-09-20,Delta,24,100.0,24
11043,Malawi,2021-09-20,Mu,0,0.0,24
11044,Malawi,2021-09-20,Omicron,0,0.0,24
11045,Malawi,2021-10-04,Alpha,0,0.0,2
11046,Malawi,2021-10-04,Beta,0,0.0,2
11047,Malawi,2021-10-04,Delta,2,100.0,2
11048,Malawi,2021-10-04,Mu,0,0.0,2
11049,Malawi,2021-10-04,Omicron,0,0.0,2
11050,Malawi,2021-11-01,Alpha,0,0.0,1
11051,Malawi,2021-11-01,Beta,0,0.0,1
11052,Malawi,2021-11-01,Delta,1,100.0,1
11053,Malawi,2021-11-01,Mu,0,0.0,1
11054,Malawi,2021-11-01,Omicron,0,0.0,1
11055,Malawi,2021-12-13,Alpha,0,0.0,13
11056,Malawi,2021-12-13,Beta,0,0.0,13
11057,Malawi,2021-12-13,Delta,0,0.0,13
11058,Malawi,2021-12-13,Mu,0,0.0,13
11059,Malawi,2021-12-13,Omicron,13,100.0,13
11060,Malawi,2021-12-27,Alpha,0,0.0,21
11061,Malawi,2021-12-27,Beta,0,0.0,21
11062,Malawi,2021-12-27,Delta,0,0.0,21
11063,Malawi,2021-12-27,Mu,0,0.0,21
11064,Malawi,2021-12-27,Omicron,21,100.0,21
11065,Malaysia,2020-05-11,Alpha,0,0.0,7
11066,Malaysia,2020-05-11,Beta,0,0.0,7
11067,Malaysia,2020-05-11,Delta,0,0.0,7
11068,Malaysia,2020-05-11,Mu,0,0.0,7
11069,Malaysia,2020-05-11,Omicron,0,0.0,7
11070,Malaysia,2020-05-25,Alpha,0,0.0,14
11071,Malaysia,2020-05-25,Beta,0,0.0,14
11072,Malaysia,2020-05-25,Delta,0,0.0,14
11073,Malaysia,2020-05-25,Mu,0,0.0,14
11074,Malaysia,2020-05-25,Omicron,0,0.0,14
11075,Malaysia,2020-06-08,Alpha,0,0.0,8
11076,Malaysia,2020-06-08,Beta,0,0.0,8
11077,Malaysia,2020-06-08,Delta,0,0.0,8
11078,Malaysia,2020-06-08,Mu,0,0.0,8
11079,Malaysia,2020-06-08,Omicron,0,0.0,8
11080,Malaysia,2020-06-22,Alpha,0,0.0,3
11081,Malaysia,2020-06-22,Beta,0,0.0,3
11082,Malaysia,2020-06-22,Delta,0,0.0,3
11083,Malaysia,2020-06-22,Mu,0,0.0,3
11084,Malaysia,2020-06-22,Omicron,0,0.0,3
11085,Malaysia,2020-07-20,Alpha,0,0.0,2
11086,Malaysia,2020-07-20,Beta,0,0.0,2
11087,Malaysia,2020-07-20,Delta,0,0.0,2
11088,Malaysia,2020-07-20,Mu,0,0.0,2
11089,Malaysia,2020-07-20,Omicron,0,0.0,2
11090,Malaysia,2020-08-03,Alpha,0,0.0,6
11091,Malaysia,2020-08-03,Beta,0,0.0,6
11092,Malaysia,2020-08-03,Delta,0,0.0,6
11093,Malaysia,2020-08-03,Mu,0,0.0,6
11094,Malaysia,2020-08-03,Omicron,0,0.0,6
11095,Malaysia,2020-08-17,Alpha,0,0.0,9
11096,Malaysia,2020-08-17,Beta,0,0.0,9
11097,Malaysia,2020-08-17,Delta,0,0.0,9
11098,Malaysia,2020-08-17,Mu,0,0.0,9
11099,Malaysia,2020-08-17,Omicron,0,0.0,9
11100,Malaysia,2020-08-31,Alpha,0,0.0,1
11101,Malaysia,2020-08-31,Beta,0,0.0,1
11102,Malaysia,2020-08-31,Delta,0,0.0,1
11103,Malaysia,2020-08-31,Mu,0,0.0,1
11104,Malaysia,2020-08-31,Omicron,0,0.0,1
11105,Malaysia,2020-09-14,Alpha,0,0.0,23
11106,Malaysia,2020-09-14,Beta,0,0.0,23
11107,Malaysia,2020-09-14,Delta,0,0.0,23
11108,Malaysia,2020-09-14,Mu,0,0.0,23
11109,Malaysia,2020-09-14,Omicron,0,0.0,23
11110,Malaysia,2020-10-12,Alpha,0,0.0,26
11111,Malaysia,2020-10-12,Beta,0,0.0,26
11112,Malaysia,2020-10-12,Delta,0,0.0,26
11113,Malaysia,2020-10-12,Mu,0,0.0,26
11114,Malaysia,2020-10-12,Omicron,0,0.0,26
11115,Malaysia,2020-10-26,Alpha,0,0.0,41
11116,Malaysia,2020-10-26,Beta,0,0.0,41
11117,Malaysia,2020-10-26,Delta,0,0.0,41
11118,Malaysia,2020-10-26,Mu,0,0.0,41
11119,Malaysia,2020-10-26,Omicron,0,0.0,41
11120,Malaysia,2020-11-09,Alpha,0,0.0,76
11121,Malaysia,2020-11-09,Beta,0,0.0,76
11122,Malaysia,2020-11-09,Delta,0,0.0,76
11123,Malaysia,2020-11-09,Mu,0,0.0,76
11124,Malaysia,2020-11-09,Omicron,0,0.0,76
11125,Malaysia,2020-11-23,Alpha,0,0.0,62
11126,Malaysia,2020-11-23,Beta,0,0.0,62
11127,Malaysia,2020-11-23,Delta,0,0.0,62
11128,Malaysia,2020-11-23,Mu,0,0.0,62
11129,Malaysia,2020-11-23,Omicron,0,0.0,62
11130,Malaysia,2020-12-07,Alpha,0,0.0,42
11131,Malaysia,2020-12-07,Beta,1,2.38,42
11132,Malaysia,2020-12-07,Delta,0,0.0,42
11133,Malaysia,2020-12-07,Mu,0,0.0,42
11134,Malaysia,2020-12-07,Omicron,0,0.0,42
11135,Malaysia,2020-12-21,Alpha,0,0.0,65
11136,Malaysia,2020-12-21,Beta,0,0.0,65
11137,Malaysia,2020-12-21,Delta,0,0.0,65
11138,Malaysia,2020-12-21,Mu,0,0.0,65
11139,Malaysia,2020-12-21,Omicron,0,0.0,65
11140,Malaysia,2021-01-04,Alpha,1,2.7,37
11141,Malaysia,2021-01-04,Beta,0,0.0,37
11142,Malaysia,2021-01-04,Delta,0,0.0,37
11143,Malaysia,2021-01-04,Mu,0,0.0,37
11144,Malaysia,2021-01-04,Omicron,0,0.0,37
11145,Malaysia,2021-01-11,Alpha,0,0.0,56
11146,Malaysia,2021-01-11,Beta,0,0.0,56
11147,Malaysia,2021-01-11,Delta,1,1.79,56
11148,Malaysia,2021-01-11,Mu,0,0.0,56
11149,Malaysia,2021-01-11,Omicron,0,0.0,56
11150,Malaysia,2021-01-25,Alpha,1,0.59,170
11151,Malaysia,2021-01-25,Beta,0,0.0,170
11152,Malaysia,2021-01-25,Delta,0,0.0,170
11153,Malaysia,2021-01-25,Mu,0,0.0,170
11154,Malaysia,2021-01-25,Omicron,0,0.0,170
11155,Malaysia,2021-02-08,Alpha,0,0.0,104
11156,Malaysia,2021-02-08,Beta,2,1.92,104
11157,Malaysia,2021-02-08,Delta,1,0.96,104
11158,Malaysia,2021-02-08,Mu,0,0.0,104
11159,Malaysia,2021-02-08,Omicron,0,0.0,104
11160,Malaysia,2021-02-22,Alpha,1,0.94,106
11161,Malaysia,2021-02-22,Beta,0,0.0,106
11162,Malaysia,2021-02-22,Delta,0,0.0,106
11163,Malaysia,2021-02-22,Mu,0,0.0,106
11164,Malaysia,2021-02-22,Omicron,0,0.0,106
11165,Malaysia,2021-03-08,Alpha,0,0.0,57
11166,Malaysia,2021-03-08,Beta,9,15.79,57
